-1.357903031,1.699852461,-0.052878105,2.896219851,1.473760026,-0.077411774,2.736211517
-1.357775883,1.699763936,-0.052996542,2.896388978,1.473610193,-0.077757439,2.736485799
-1.357601696,1.700830313,-0.052236446,2.896351751,1.474228103,-0.077301112,2.736650521
-1.357889462,1.701316543,-0.052667834,2.89644884,1.474154985,-0.076200511,2.736267602
-1.357894486,1.70075765,-0.052231846,2.896422402,1.473983476,-0.076577487,2.736406032
-1.358188287,1.700176647,-0.052451259,2.896431604,1.473723252,-0.076301604,2.736195306
-1.357909959,1.7005272,-0.052463215,2.89642526,1.47358192,-0.076338937,2.736419254
-1.3580084,1.700340629,-0.052305139,2.896285368,1.474040165,-0.076652236,2.736228557
-1.357819523,1.700957523,-0.052579918,2.89635955,1.474126585,-0.076313827,2.736488861
-1.357920339,1.701136854,-0.052666,2.896383947,1.474261512,-0.07630345,2.736065209
-1.357659124,1.700907824,-0.052851512,2.896559711,1.473897902,-0.076537992,2.73634187
-1.357966459,1.700482764,-0.052727262,2.896352342,1.469540233,-0.076329429,2.733821448
-1.357865203,1.700765072,-0.052405939,2.896371363,1.472195443,-0.076561893,2.737277203
-1.357862895,1.700781267,-0.052535011,2.896534074,1.473966362,-0.07637616,2.736595611
-1.357754242,1.700944949,-0.052398293,2.896412087,1.475146508,-0.076395691,2.736853133
-1.357761511,1.700645281,-0.052635345,2.896404356,1.474738983,-0.07647909,2.736562521
-1.357784425,1.700443205,-0.052352333,2.896519405,1.471815033,-0.076817821,2.736253523
-1.358088705,1.700634597,-0.052677019,2.896291862,1.474250234,-0.076974761,2.736434656
-1.357863469,1.700597853,-0.052479504,2.896727536,1.474305017,-0.076535813,2.736730407
-1.357992803,1.700866892,-0.052553573,2.896489511,1.473472251,-0.077006522,2.736265895
-1.3577964,1.700833971,-0.052818225,2.896438264,1.474726125,-0.076483821,2.736502081
-1.357763743,1.700333396,-0.052418575,2.896225982,1.474291097,-0.0764997,2.736676303
-1.35797183,1.700418884,-0.052628971,2.89622185,1.47377338,-0.076421032,2.736389582
-1.35786826,1.70044536,-0.052615404,2.896316607,1.474268907,-0.076636881,2.736340736
-1.357818879,1.701040281,-0.052370707,2.896406935,1.474408759,-0.076540713,2.736277839
-1.358024575,1.700657035,-0.05262063,2.896238295,1.474741716,-0.076208765,2.736543218
-1.358119826,1.700454903,-0.052427464,2.896299593,1.475137183,-0.076461153,2.736331872
-1.358300632,1.700187855,-0.052465207,2.896254146,1.474592936,-0.076320071,2.736086843
-1.358426434,1.700024003,-0.052326932,2.896289913,1.475989377,-0.075983033,2.736289602
-1.358164548,1.699240309,-0.052771596,2.895987995,1.475109704,-0.076714846,2.736219483
-1.35802994,1.699951831,-0.052469919,2.896319886,1.475883241,-0.076617382,2.736532276
-1.357482832,1.701758732,-0.052266477,2.896808554,1.476942484,-0.076618803,2.736933854
-1.357501029,1.701727267,-0.052535353,2.896653742,1.475463205,-0.076580277,2.736454807
-1.357419349,1.70094062,-0.052404668,2.8965108,1.474742442,-0.076538449,2.736504633
-1.357544903,1.701457786,-0.052546896,2.896420586,1.473925793,-0.076652696,2.73648179
-1.357289207,1.701480387,-0.052511094,2.896625225,1.47408261,-0.07678892,2.736315129
-1.357289167,1.701167948,-0.052431621,2.896430392,1.473882274,-0.076591271,2.73655091
-1.35732468,1.7008152,-0.052686378,2.896469655,1.473575657,-0.076481577,2.736639133
-1.357214056,1.701066291,-0.052805473,2.896756453,1.473574749,-0.076545077,2.736635202
-1.357855225,1.700971985,-0.052591626,2.896297592,1.473744481,-0.076640309,2.73641089
-1.357924113,1.701025705,-0.052365667,2.8963694,1.4736919,-0.076680396,2.736119065
-1.357722709,1.701091042,-0.0524957,2.896471113,1.473503529,-0.076898614,2.736236874
-1.357836262,1.701130497,-0.052388685,2.896166568,1.473429434,-0.076482464,2.736211372
-1.358060966,1.700985745,-0.05225183,2.896264787,1.473490264,-0.076468202,2.735902148
-1.357749723,1.700846832,-0.05270591,2.896251155,1.474040899,-0.076637722,2.736391527
-1.357973556,1.701453726,-0.052671196,2.896361482,1.474452235,-0.076324981,2.736400335
-1.358079277,1.701187935,-0.052744529,2.896324802,1.474901612,-0.076879883,2.73624115
-1.358245235,1.700752569,-0.052889719,2.89623077,1.474409289,-0.076669323,2.736254408
-1.358395615,1.700565308,-0.052711024,2.896093105,1.474315803,-0.076370964,2.736383429
-1.357916467,1.700971846,-0.052693693,2.896391736,1.473933667,-0.076906336,2.73625635
-1.357853586,1.700848994,-0.052548232,2.896129005,1.474094278,-0.076793428,2.736408112
-1.357736254,1.70083113,-0.052461154,2.896277202,1.473815591,-0.076226522,2.736447973
-1.357559451,1.701370313,-0.052182033,2.896361586,1.474250886,-0.076517042,2.736599551
