0.56477,0.43595,0.56433,-0.41535
0.39383,0.40044,0.60054,-0.56912
0.08945,0.27893,-0.62285,0.72543
0.56962,0.43376,0.56165,-0.41465
0.39818,0.39705,0.60122,-0.56775
0.08834,0.27879,-0.62218,0.7262
0.56864,0.43548,0.56276,-0.41268
0.39919,0.39871,0.5996,-0.56759
0.08514,0.27752,-0.62249,0.7268
0.56966,0.43566,0.56307,-0.41065
0.39781,0.40228,0.59999,-0.56563
0.08532,0.2757,-0.62465,0.72562
0.57006,0.43742,0.56455,-0.40618
0.39989,0.40237,0.6022,-0.56173
0.08063,0.27809,-0.62585,0.72421
0.57158,0.43738,0.56469,-0.40388
0.40305,0.40144,0.60387,-0.55834
0.07337,0.28373,-0.62581,0.72283
0.57519,0.43529,0.56696,-0.39778
0.40459,0.40164,0.60818,-0.55237
0.06825,0.2851,-0.62665,0.72206
0.57706,0.435,0.56757,-0.39452
0.40609,0.40148,0.60975,-0.54964
0.06441,0.28632,-0.62894,0.71993
0.57717,0.43573,0.56907,-0.39137
0.40712,0.4015,0.61192,-0.54645
0.05988,0.28789,-0.6291,0.71956
0.57807,0.43535,0.57001,-0.38909
0.40785,0.40084,0.61406,-0.54398
0.05697,0.29066,-0.62881,0.71894
0.57782,0.43647,0.56957,-0.38886
0.40936,0.39988,0.61475,-0.54278
0.05529,0.28995,-0.62802,0.72004
0.57876,0.4351,0.57228,-0.38499
0.41255,0.3965,0.61759,-0.5396
0.05527,0.28952,-0.62901,0.71935
0.58092,0.43316,0.57308,-0.38274
0.41221,0.39733,0.61754,-0.53931
0.05114,0.29326,-0.62986,0.7174
0.57891,0.43508,0.57496,-0.38076
0.41231,0.39691,0.61946,-0.53734
0.04821,0.29613,-0.62895,0.71721
0.57885,0.43469,0.57664,-0.37878
0.41431,0.39445,0.62271,-0.53384
0.04875,0.29446,-0.62963,0.71727
0.57982,0.43397,0.57653,-0.37828
0.41547,0.39232,0.62517,-0.53163
0.04505,0.29686,-0.63057,0.7157
0.58007,0.43247,0.57911,-0.37566
0.41619,0.39106,0.62701,-0.52983
0.04555,0.29829,-0.63154,0.71422
0.58125,0.43409,0.57654,-0.37591
0.41804,0.38866,0.62896,-0.52782
0.04308,0.29978,-0.62803,0.71684
0.58094,0.42948,0.58564,-0.36754
0.42103,0.38569,0.63217,-0.52377
0.0394,0.30181,-0.63049,0.71403
0.58522,0.43042,0.57689,-0.37344
0.42233,0.38517,0.63278,-0.52237
0.03672,0.30179,-0.62965,0.71493
0.58646,0.42771,0.58059,-0.36886
0.42339,0.38454,0.63467,-0.51968
0.03054,0.30516,-0.62677,0.71631
0.58394,0.42797,0.58913,-0.35887
0.4258,0.38217,0.63658,-0.51711
0.02835,0.3069,-0.62729,0.71521
0.58856,0.42585,0.58576,-0.35936
0.42805,0.38193,0.63742,-0.5144
0.02371,0.30975,-0.6317,0.71024
0.5898,0.42509,0.58863,-0.35348
0.42911,0.38082,0.63989,-0.51126
0.01682,0.31614,-0.62616,0.71253
0.58965,0.42367,0.59212,-0.34959
0.43066,0.37974,0.64145,-0.50879
0.01248,0.31585,-0.62566,0.71319
0.5896,0.42541,0.59332,-0.34551
0.43384,0.37872,0.64233,-0.50573
0.00884,0.31783,-0.62676,0.71139
0.59212,0.42307,0.59372,-0.34338
0.43885,0.37567,0.6438,-0.5018
0.0007,-0.32282,0.62464,-0.71106
0.5974,0.41687,0.59902,-0.33244
0.44169,0.3752,0.64414,-0.49921
0.01033,-0.32599,0.62341,-0.71062
0.59946,0.41615,0.60107,-0.32585
0.44348,0.37501,0.6442,-0.49769
0.01343,-0.32471,0.62546,-0.70935
0.60516,0.41245,0.59943,-0.32303
0.44945,0.37214,0.64683,-0.49103
0.01804,-0.32666,0.62527,-0.70852
0.60821,0.40995,0.59961,-0.32013
0.45688,0.36696,0.64928,-0.48481
0.0251,-0.33141,0.62428,-0.70697
0.60887,0.41003,0.60471,-0.30899
0.46004,0.36588,0.6499,-0.48179
0.02724,-0.33333,0.62324,-0.70691
0.60993,0.4088,0.60489,-0.30818
0.45831,0.36862,0.64941,-0.48202
0.02825,-0.33356,0.62262,-0.7073
0.61179,0.40819,0.60469,-0.30568
0.45818,0.36915,0.65049,-0.48028
0.02872,-0.33237,0.621,-0.70927
0.61061,0.4092,0.60603,-0.30405
0.46243,0.36415,0.6547,-0.47426
0.02775,-0.33279,0.62109,-0.70904
0.61027,0.40936,0.60652,-0.30353
0.46318,0.36373,0.65515,-0.47323
0.02933,-0.33522,0.61974,-0.709
0.6096,0.40935,0.60822,-0.30147
0.46161,0.36393,0.65791,-0.47077
0.03114,-0.3368,0.62102,-0.70706
0.60674,0.4122,0.61018,-0.29941
0.46006,0.36319,0.66079,-0.46882
0.03314,-0.33527,0.62366,-0.70536
0.60526,0.41361,0.61103,-0.29869
0.46079,0.36035,0.66325,-0.46681
0.03598,-0.33295,0.62865,-0.70189
0.60434,0.41328,0.61276,-0.29749
0.46181,0.35486,0.66749,-0.46397
0.03793,-0.33097,0.63138,-0.70027
0.60494,0.41124,0.61423,-0.29607
0.46163,0.35218,0.67034,-0.46208
0.04261,-0.32716,0.63237,-0.7009
0.605,0.41067,0.61433,-0.29652
0.45958,0.34789,0.67582,-0.45937
0.04285,-0.32209,0.63593,-0.70001
0.60093,0.41392,0.6136,-0.30175
0.45804,0.34466,0.68021,-0.45685
0.04255,-0.32054,0.63715,-0.69963
0.59397,0.41738,0.61759,-0.30261
0.45988,0.33719,0.68497,-0.45346
0.04194,-0.32409,0.63794,-0.69731
0.59169,0.41724,0.62063,-0.30107
0.45794,0.3332,0.68875,-0.45266
0.03979,-0.32725,0.63648,-0.69729
0.59649,0.41118,0.61768,-0.30595
0.45781,0.32931,0.69141,-0.45158
0.03655,-0.3286,0.63939,-0.69416
0.59367,0.41066,0.62142,-0.30457
0.46131,0.32089,0.69689,-0.4456
0.0359,-0.32955,0.64137,-0.69192
0.58651,0.41572,0.62444,-0.30538
0.46477,0.3155,0.69915,-0.44232
0.02712,-0.32771,0.64061,-0.6939
0.58902,0.41135,0.62094,-0.31351
0.46649,0.31563,0.70124,-0.43706
0.03279,-0.33736,0.63928,-0.69024
0.58828,0.40939,0.62485,-0.30965
0.45975,0.32312,0.70147,-0.43837
0.03083,-0.33557,0.64379,-0.68701
0.58928,0.40939,0.62319,-0.3111
0.45376,0.32699,0.70293,-0.43941
0.02585,-0.33134,0.64417,-0.6889
0.58983,0.41004,0.61948,-0.31657
0.46274,0.31865,0.70743,-0.42881
0.02136,-0.32718,0.64044,-0.6945
0.58779,0.41161,0.61998,-0.31733
0.47471,0.30831,0.70828,-0.42182
0.0248,-0.32815,0.63852,-0.6957
0.58805,0.4108,0.62413,-0.30968
0.47428,0.30893,0.707,-0.42399
0.03129,-0.33355,0.64103,-0.69053
0.59047,0.40807,0.6243,-0.30834
0.4615,0.32044,0.70641,-0.4305
0.0311,-0.33368,0.64329,-0.68838
0.59134,0.40909,0.62122,-0.31151
0.45769,0.3236,0.70658,-0.43192
0.03017,-0.33192,0.64181,-0.69065
0.58865,0.41038,0.62375,-0.30987
0.4609,0.31995,0.7083,-0.42838
0.02932,-0.33293,0.63999,-0.69189
0.58853,0.40937,0.62463,-0.30965
0.46396,0.31548,0.70971,-0.42605
0.02737,-0.33398,0.64182,-0.68977
0.58883,0.40857,0.62313,-0.31315
0.45972,0.31752,0.70979,-0.42899
0.02554,-0.33385,0.64193,-0.6898
0.58589,0.41032,0.62417,-0.31429
0.45819,0.31682,0.71102,-0.42912
0.02385,-0.33366,0.64127,-0.69056
0.5858,0.40905,0.62433,-0.3158
0.4616,0.31223,0.71267,-0.42607
0.02159,-0.33391,0.64093,-0.69083
0.58479,0.40905,0.62545,-0.31545
0.46148,0.31106,0.71458,-0.42386
0.02073,-0.33349,0.64188,-0.69018
0.58291,0.41081,0.62539,-0.31677
0.45951,0.31166,0.71606,-0.42306
0.02031,-0.33423,0.64548,-0.68647
0.58028,0.41276,0.62703,-0.3158
0.4575,0.31192,0.7183,-0.42125
0.02237,-0.33586,0.64619,-0.68493
0.58021,0.4129,0.62757,-0.31467
0.45648,0.31131,0.72053,-0.41899
0.02398,-0.33633,0.64665,-0.68422
0.57935,0.41443,0.62774,-0.31391
0.45427,0.31149,0.72375,-0.41569
0.02076,-0.33402,0.64977,-0.68249
0.5764,0.41693,0.62817,-0.31518
0.45336,0.31171,0.72457,-0.41509
0.02189,-0.33692,0.65068,-0.68016
0.57604,0.41703,0.62915,-0.31374
0.45512,0.31033,0.72337,-0.41628
0.02347,-0.33741,0.64987,-0.68064
0.57779,0.41506,0.62944,-0.31256
