0.49027,0.53501,0.8022,0.49025,0.6503,0.80611,0.49166
0.49029,0.53509,0.80222,0.49035,0.65027,0.806,0.49185
0.49029,0.53502,0.8021,0.49042,0.65016,0.80597,0.49191
0.49008,0.53469,0.80212,0.49027,0.64994,0.80608,0.49175
0.49004,0.53454,0.80215,0.49015,0.64975,0.80618,0.49169
0.48992,0.53441,0.80212,0.49009,0.64954,0.80617,0.4916
0.48987,0.53417,0.80215,0.49006,0.64947,0.8061,0.49157
0.48986,0.53423,0.80214,0.49007,0.64946,0.80604,0.49158
0.48995,0.53418,0.80212,0.49013,0.64943,0.80601,0.49163
0.49005,0.53429,0.8021,0.49034,0.64948,0.80598,0.49183
0.49013,0.53439,0.80203,0.49047,0.64951,0.80602,0.49196
0.48999,0.53443,0.802,0.4905,0.64966,0.80591,0.49212
0.49043,0.53445,0.80194,0.49048,0.64964,0.80589,0.49208
0.49033,0.53464,0.80204,0.49049,0.64983,0.80593,0.49217
0.4902,0.53464,0.80195,0.49045,0.64983,0.80593,0.492
0.49011,0.53449,0.80195,0.4903,0.64974,0.80599,0.49176
0.49003,0.53466,0.80201,0.49022,0.64983,0.80605,0.49169
0.49001,0.53468,0.80206,0.49021,0.64983,0.80597,0.4917
0.49007,0.53474,0.80196,0.49033,0.64987,0.80599,0.49177
0.49015,0.53484,0.80188,0.49037,0.64983,0.80593,0.49186
0.49025,0.53474,0.80192,0.49048,0.64983,0.80596,0.49196
0.49029,0.53463,0.80194,0.49055,0.64978,0.80595,0.49202
0.49031,0.53464,0.80201,0.49057,0.64973,0.80605,0.49205
0.49025,0.53457,0.80201,0.49053,0.64964,0.806,0.49209
0.4902,0.53442,0.80203,0.4905,0.64963,0.80604,0.492
0.49014,0.53441,0.80205,0.49041,0.6496,0.80603,0.49197
0.49015,0.53431,0.80206,0.49042,0.64949,0.80608,0.49195
0.49019,0.53424,0.80207,0.4905,0.64951,0.80605,0.49202
0.49021,0.53425,0.80202,0.49053,0.64943,0.80602,0.49206
0.49028,0.53429,0.80203,0.49057,0.64941,0.806,0.49212
0.4903,0.53427,0.80202,0.49054,0.64951,0.80602,0.49214
0.49031,0.53439,0.80204,0.49053,0.64958,0.80594,0.4921
0.49026,0.53459,0.80206,0.49048,0.64968,0.80598,0.49202
0.49025,0.5345,0.80201,0.49046,0.64975,0.80595,0.49199
0.49022,0.53468,0.80203,0.4904,0.64983,0.80596,0.49194
0.49024,0.53473,0.80206,0.4904,0.64995,0.80599,0.49191
0.49026,0.53471,0.80202,0.4904,0.64999,0.80596,0.49189
0.49031,0.53483,0.80203,0.4904,0.65005,0.80597,0.49188
0.4903,0.53484,0.80201,0.49044,0.65004,0.80594,0.49194
0.49027,0.53474,0.80197,0.49046,0.65004,0.80594,0.49197
0.49028,0.53482,0.80201,0.49047,0.65001,0.80593,0.49198
0.4903,0.53465,0.80198,0.49055,0.64985,0.80587,0.49202
0.4903,0.53448,0.80195,0.49056,0.64976,0.80593,0.49205
0.49027,0.53447,0.80198,0.49055,0.64974,0.80594,0.49204
0.49025,0.53454,0.80198,0.49051,0.64969,0.80593,0.49202
0.49028,0.53444,0.80198,0.49052,0.64972,0.8059,0.49204
0.49026,0.53454,0.80195,0.49052,0.64972,0.80583,0.49203
0.49027,0.53456,0.80195,0.49051,0.64971,0.80585,0.49201
0.49027,0.53447,0.80192,0.49053,0.64969,0.80588,0.49201
0.49028,0.53454,0.80193,0.49053,0.64965,0.80584,0.49204
0.49032,0.53454,0.80194,0.49053,0.64965,0.80588,0.49199
0.49034,0.53446,0.80191,0.49055,0.64965,0.80584,0.49203
0.49037,0.53454,0.80187,0.49056,0.64969,0.8058,0.49203
0.49036,0.53459,0.80192,0.49058,0.64975,0.80587,0.49202
0.49032,0.53466,0.80192,0.49056,0.64989,0.8059,0.49206
0.4903,0.53483,0.80196,0.49049,0.64996,0.80591,0.49203
0.49032,0.53483,0.80199,0.4905,0.64993,0.80589,0.49201
0.49034,0.53478,0.80194,0.49048,0.64995,0.8059,0.49204
0.49037,0.53485,0.80197,0.49048,0.65002,0.80591,0.49201
0.49025,0.53487,0.80202,0.4905,0.65009,0.80587,0.49204
0.49045,0.53483,0.80207,0.49051,0.65003,0.80584,0.49198
0.49036,0.53488,0.80199,0.49053,0.65011,0.80592,0.49199
0.49035,0.53483,0.80205,0.49059,0.65009,0.80581,0.49203
0.49034,0.53482,0.80205,0.49053,0.65015,0.80585,0.49202
0.49037,0.53479,0.80205,0.49048,0.6501,0.80577,0.49193
0.49034,0.53466,0.80201,0.4905,0.6499,0.8058,0.492
0.49037,0.53475,0.80203,0.49049,0.64995,0.80585,0.492
0.49031,0.53482,0.80203,0.49043,0.65004,0.80591,0.49191
0.49028,0.53492,0.80199,0.49043,0.65011,0.80586,0.49194
0.49028,0.53478,0.80194,0.49042,0.65008,0.80586,0.49194
