0.36578,0.4077,0.62738,-0.55352
0.10592,0.274,-0.6508,0.70012
0.55186,0.48497,0.56147,-0.3808
0.35955,0.41461,0.62658,-0.55337
0.09485,0.27942,-0.66219,0.68879
0.54468,0.49918,0.55898,-0.3764
0.35084,0.42544,0.62439,-0.55322
0.09131,0.28121,-0.66036,0.6903
0.54633,0.49346,0.56225,-0.3767
0.34387,0.43716,0.62145,-0.55176
0.09277,0.27878,-0.65959,0.69182
0.56365,0.48095,0.56061,-0.36973
0.33662,0.44168,0.62115,-0.55297
0.08996,0.27692,-0.66295,0.68973
0.55229,0.4894,0.56821,-0.36415
0.34034,0.43854,0.61981,-0.55469
0.08154,0.28484,-0.66813,0.68251
0.54219,0.50114,0.56872,-0.36256
0.34585,0.43553,0.61854,-0.55508
0.08123,0.28501,-0.66656,0.68401
0.55041,0.49357,0.56839,-0.36107
0.34973,0.43539,0.61978,-0.55136
0.08306,0.27993,-0.66819,0.6843
0.55401,0.49209,0.56636,-0.36078
0.34929,0.43789,0.62227,-0.54683
0.08337,0.28013,-0.66599,0.68632
0.55051,0.49611,0.57001,-0.35483
0.34075,0.44574,0.62318,-0.54485
0.07582,0.28318,-0.67064,0.68139
0.54731,0.50178,0.56855,-0.35415
0.33428,0.45112,0.62298,-0.54465
0.06929,0.29063,-0.67505,0.67457
0.55054,0.4991,0.56907,-0.35208
0.33615,0.45051,0.62437,-0.54241
0.06494,0.28817,-0.6751,0.67601
0.54876,0.50054,0.57128,-0.34923
0.34725,0.44236,0.63068,-0.53477
0.06589,0.28711,-0.67617,0.67529
0.55088,0.4992,0.5698,-0.35022
0.34925,0.4404,0.6326,-0.53281
0.06569,0.28555,-0.67357,0.67856
0.55648,0.49422,0.56832,-0.35085
0.34697,0.44231,0.62839,-0.53768
0.06562,0.28512,-0.67247,0.67985
0.55452,0.49657,0.56743,-0.35206
0.34452,0.4428,0.62684,-0.54066
0.06814,0.28492,-0.67684,0.67532
0.54508,0.50504,0.56946,-0.35148
0.35244,0.43793,0.63171,-0.53381
0.07011,0.28138,-0.67582,0.67763
0.54742,0.50424,0.56559,-0.35522
0.3544,0.43522,0.63429,-0.53165
0.07017,0.27994,-0.67568,0.67835
0.55316,0.5011,0.56183,-0.35674
0.35316,0.43685,0.63444,-0.53098
0.07427,0.27491,-0.67929,0.67637
0.55276,0.50312,0.55901,-0.35894
0.35477,0.43573,0.63377,-0.53161
0.07632,0.27157,-0.67721,0.67957
0.55027,0.50589,0.55887,-0.35908
0.36046,0.4316,0.63391,-0.53099
0.07717,0.26899,-0.67612,0.68158
0.54854,0.50829,0.55761,-0.3603
0.36088,0.43289,0.63076,-0.5334
0.07709,0.26833,-0.67572,0.68224
0.55141,0.50773,0.55466,-0.36128
0.35857,0.43611,0.62846,-0.53505
0.07415,0.26619,-0.67498,0.68414
0.55381,0.50749,0.55464,-0.35795
0.36476,0.43554,0.6255,-0.53479
0.07626,0.26152,-0.67015,0.69043
0.55866,0.50534,0.54833,-0.36315
0.37041,0.4335,0.62268,-0.53586
0.07767,0.25755,-0.67164,0.69031
0.56285,0.50339,0.54779,-0.36017
0.36594,0.43873,0.6226,-0.53476
0.07462,0.2574,-0.67004,0.69226
0.56123,0.50678,0.54649,-0.35993
0.36321,0.44278,0.62549,-0.5299
0.07373,0.25768,-0.66974,0.69254
0.55733,0.5101,0.54724,-0.36015
0.36277,0.44345,0.62488,-0.53036
0.07235,0.25969,-0.67067,0.69103
0.5638,0.50474,0.54648,-0.35879
0.37267,0.43763,0.62074,-0.53318
