date,state,death,deathConfirmed,deathIncrease,deathProbable,hospitalized,hospitalizedCumulative,hospitalizedCurrently,hospitalizedIncrease,inIcuCumulative,inIcuCurrently,negative,negativeIncrease,negativeTestsAntibody,negativeTestsPeopleAntibody,negativeTestsViral,onVentilatorCumulative,onVentilatorCurrently,positive,positiveCasesViral,positiveIncrease,positiveScore,positiveTestsAntibody,positiveTestsAntigen,positiveTestsPeopleAntibody,positiveTestsPeopleAntigen,positiveTestsViral,recovered,totalTestEncountersViral,totalTestEncountersViralIncrease,totalTestResults,totalTestResultsIncrease,totalTestsAntibody,totalTestsAntigen,totalTestsPeopleAntibody,totalTestsPeopleAntigen,totalTestsPeopleViral,totalTestsPeopleViralIncrease,totalTestsViral,totalTestsViralIncrease,policy
12/20/2020,NC,6224,5925,40,299,,,2748,0,,629,,0,,,,,,479168,442682,6900,0,,,,,,,,0,6186228,61346,,219724,,,,0,6186228,61346,0
12/21/2020,NC,6240,5940,16,300,,,2817,0,,659,,0,,,,,,483647,446795,4479,0,,,,,,,,0,6238603,52375,,221396,,,,0,6238603,52375,0
12/22/2020,NC,6291,5980,51,311,,,3001,0,,686,,0,,,,,,488902,451384,5255,0,,,,,,,,0,6274460,35857,,224620,,,,0,6274460,35857,0
12/23/2020,NC,6360,6029,69,331,,,3043,0,,696,,0,,,,,,494511,455469,5609,0,,,,,,,,0,6318737,44277,,230958,,,,0,6318737,44277,0
12/24/2020,NC,6360,6029,0,331,,,3043,0,,696,,0,,,,,,494511,455469,0,0,,,,,,,,0,6376650,57913,,230958,,,,0,6376650,57913,0
12/25/2020,NC,6360,6029,0,331,,,3043,0,,696,,0,,,,,,494511,455469,0,0,,,,,,,,0,6452744,76094,,230958,,,,0,6452744,76094,0
12/26/2020,NC,6526,6154,166,372,,,3023,0,,714,,0,,,,,,513930,472488,19419,0,,,,,,,,0,6505990,53246,,245322,,,,0,6505990,53246,0
12/27/2020,NC,6549,6176,23,373,,,3123,0,,721,,0,,,,,,516828,475269,2898,0,,,,,,,,0,6541776,35786,,245762,,,,0,6541776,35786,0
12/28/2020,NC,6561,6186,12,375,,,3192,0,,733,,0,,,,,,520716,478714,3888,0,,,,,,,,0,6559078,17302,,247223,,,,0,6559078,17302,0
12/29/2020,NC,6574,6199,13,375,,,3377,0,,761,,0,,,,,,524279,481665,3563,0,,,,,,,,0,6578775,19697,,249893,,,,0,6578775,19697,0
12/30/2020,NC,6729,6325,155,404,,,3339,0,,768,,0,,,,,,532830,487967,8551,0,,,,,,,,0,6609303,30528,,256286,,,,0,6609303,30528,0
12/31/2020,NC,6748,6342,19,406,,,3472,0,,774,,0,,,,,,539545,493951,6715,0,,,,,,,,0,6668325,59022,,262773,,,,0,6668325,59022,0
1/1/2021,NC,6748,6342,0,406,,,3472,0,,774,,0,,,,,,539545,493951,0,0,,,,,,,,0,6741248,72923,,262773,,,,0,6741248,72923,0
1/2/2021,NC,6892,6467,144,425,,,3479,0,,783,,0,,,,,,558437,510515,18892,0,,,,,,,,0,6807491,66243,,272296,,,,0,6807491,66243,0
1/3/2021,NC,6910,6482,18,428,,,3576,0,,776,,0,,,,,,564924,516657,6487,0,,,,,,,,0,6852652,45161,,274061,,,,0,6852652,45161,0
1/4/2021,NC,6941,6509,31,432,,,3635,0,,783,,0,,,,,,570111,521426,5187,0,,,,,,,,0,6890572,37920,,275518,,,,0,6890572,37920,0
1/5/2021,NC,6996,6552,55,444,,,3781,0,,813,,0,,,,,,575396,525813,5285,0,,,,,,,,0,6915111,24539,,278875,,,,0,6915111,24539,0
1/6/2021,NC,7076,6615,80,461,,,3893,0,,823,,0,,,,,,582348,530830,6952,0,,,,,,,,0,6955559,40448,,288492,,,,0,6955559,40448,0
1/7/2021,NC,7213,6727,137,486,,,3960,0,,826,,0,,,,,,592746,539544,10398,0,,,,,,,,0,7019613,64054,,295778,,,,0,7019613,64054,0
1/8/2021,NC,7328,6821,115,507,,,3960,0,,833,,0,,,,,,602774,548133,10028,0,,,,,,,,0,7093220,73607,,302335,,,,0,7093220,73607,0
1/9/2021,NC,7425,6901,97,524,,,3871,0,,834,,0,,,,,,614355,558293,11581,0,,,,,,,,0,7158994,65774,,309520,,,,0,7158994,65774,0
1/10/2021,NC,7567,7021,142,546,,,3774,0,,790,,0,,,,,,623188,566175,8833,0,,,,,,,,0,7226838,67844,,312430,,,,0,7226838,67844,0
1/11/2021,NC,7578,7031,11,547,,,3843,0,,811,,0,,,,,,629124,571758,5936,0,,,,,,,,0,7286664,59826,,372216,,,,0,7286664,59826,0
1/12/2021,NC,7638,7080,60,558,,,3940,0,,839,,0,,,,,,635975,577872,6851,0,,,,,,,,0,7316817,30153,,376857,,,,0,7316817,30153,0
1/13/2021,NC,7745,7167,107,578,,,3951,0,,848,,0,,,,,,641073,581331,5098,0,,,,,,,,0,7357923,41106,,388038,,,,0,7357923,41106,0
1/14/2021,NC,7825,7230,80,595,,,3990,0,,858,,0,,,,,,650926,589265,9853,0,,,,,,,,0,7426166,68243,,398903,,,,0,7426166,68243,0
1/15/2021,NC,7933,7323,108,610,,,3916,0,,861,,0,,,,,,659840,596770,8914,0,,,,,,,,0,7496094,69928,,408021,,,,0,7496094,69928,0
1/16/2021,NC,8016,7384,83,632,,,3895,0,,880,,0,,,,,,667826,603682,7986,0,,,,,,,,0,7567175,71081,,417786,,,,0,7567175,71081,0
1/17/2021,NC,8083,7446,67,637,,,3862,0,,863,,0,,,,,,674637,609633,6811,0,,,,,,,,0,7637008,69833,,422577,,,,0,7637008,69833,0
1/18/2021,NC,8083,7446,0,637,,,3862,0,,863,,0,,,,,,674637,609633,0,0,,,,,,,,0,7692852,55844,,422577,,,,0,7692852,55844,0
1/19/2021,NC,8139,7495,56,644,,,3881,0,,861,,0,,,,,,684497,618570,9860,0,,,,,,,,0,7724213,31361,,426781,,,,0,7724213,31361,0
1/20/2021,NC,8200,7542,61,658,,,3740,0,,803,,0,,,,,,690912,622857,6415,0,,,,,,,,0,7762095,37882,,438994,,,,0,7762095,37882,0
1/21/2021,NC,8339,7663,139,676,,,3666,0,,780,,0,,,,,,698099,628562,7187,0,,,,,,,,0,7818538,56443,,449888,,,,0,7818538,56443,0
1/22/2021,NC,8464,7756,125,708,,,3512,0,,752,,0,,,,,,705535,634593,7436,0,,,,,,,,0,7888392,69854,,460479,,,,0,7888392,69854,0
1/23/2021,NC,8586,7858,122,728,,,3416,0,,736,,0,,,,,,712716,640436,7181,0,,,,,,,,0,7944482,56090,,470849,,,,0,7944482,56090,0
1/24/2021,NC,8695,7942,109,753,,,3303,0,,713,,0,,,,,,718812,645559,6096,0,,,,,,,,0,8000387,55905,,475269,,,,0,8000387,55905,0
1/25/2021,NC,8720,7964,25,756,,,3287,0,,703,,0,,,,,,723445,649864,4633,0,,,,,,,,0,8051007,50620,,477337,,,,0,8051007,50620,0
1/26/2021,NC,8776,8005,56,771,,,3368,0,,696,,0,,,,,,727423,652993,3978,0,,,,,,,,0,8075827,24820,,483594,,,,0,8075827,24820,0
1/27/2021,NC,8915,8120,139,795,,,3305,0,,676,,0,,,,,,733010,657038,5587,0,,,,,,,,0,8110885,35058,,492898,,,,0,8110885,35058,0
1/28/2021,NC,9046,8213,131,833,,,3238,0,,660,,0,,,,,,739500,662186,6490,0,,,,,,,,0,8173316,62431,,500469,,,,0,8173316,62431,0
1/29/2021,NC,9157,8303,111,854,,,3048,0,,644,,0,,,,,,746459,667836,6959,0,,,,,,,,0,8243508,70192,,507604,,,,0,8243508,70192,0
1/30/2021,NC,9287,8404,130,883,,,2883,0,,651,,0,,,,,,752627,672774,6168,0,,,,,,,,0,8299263,55755,,517276,,,,0,8299263,55755,0
1/31/2021,NC,9335,8442,48,893,,,2782,0,,635,,0,,,,,,757526,676973,4899,0,,,,,,,,0,8356118,56855,,522474,,,,0,8356118,56855,0
2/1/2021,NC,9342,8448,7,894,,,2781,0,,636,,0,,,,,,761302,680446,3776,0,,,,,,,,0,8401409,45291,,524653,,,,0,8401409,45291,0
2/2/2021,NC,9409,8503,67,906,,,2741,0,,645,,0,,,,,,764228,682726,2926,0,,,,,,,,0,8422860,21451,,527866,,,,0,8422860,21451,0
2/3/2021,NC,9578,8630,169,948,,,2706,0,,635,,0,,,,,,776307,687750,12079,0,,,,,,,,0,8451902,29042,,571413,,,,0,8451902,29042,0
2/4/2021,NC,9728,8753,150,975,,,2630,0,,630,,0,,,,,,781802,692010,5495,0,,,,,,,,0,8510848,58946,,580959,,,,0,8510848,58946,0
2/5/2021,NC,9841,8838,113,1003,,,2523,0,,599,,0,,,,,,787349,696096,5547,0,,,,,,,,0,8571543,60695,,590881,,,,0,8571543,60695,0
2/6/2021,NC,9926,8901,85,1025,,,2468,0,,591,,0,,,,,,791521,699321,4172,0,,,,,,,,0,8626106,54563,,598343,,,,0,8626106,54563,0
2/7/2021,NC,9983,8951,57,1032,,,2378,0,,584,,0,,,,,,796195,703244,4674,0,,,,,,,,0,8679100,52994,,602161,,,,0,8679100,52994,0
2/8/2021,NC,9991,8958,8,1033,,,2339,0,,559,,0,,,,,,799279,705950,3084,0,,,,,,,,0,8719552,40452,,607292,,,,0,8719552,40452,0
2/9/2021,NC,10046,9002,55,1044,,,2374,0,,558,,0,,,,,,802065,708165,2786,0,,,,,,,,0,8743793,24241,,612328,,,,0,8743793,24241,0
2/10/2021,NC,10181,9107,135,1074,,,2291,0,,540,,0,,,,,,805898,710653,3833,0,,,,,,,,0,8773463,29670,,618482,,,,0,8773463,29670,0
2/11/2021,NC,10294,9189,113,1105,,,2185,0,,516,,0,,,,,,810466,714012,4568,0,,,,,,,,0,8829215,55752,,632433,,,,0,8829215,55752,0
2/12/2021,NC,10376,9254,82,1122,,,2151,0,,506,,0,,,,,,814594,717498,4128,0,,,,,,,,0,8889330,60115,,639481,,,,0,8889330,60115,0
2/13/2021,NC,10453,9306,77,1147,,,2101,0,,496,,0,,,,,,818724,720453,4130,0,,,,,,,,0,8936233,46903,,649506,,,,0,8936233,46903,0
2/14/2021,NC,10491,9337,38,1154,,,1989,0,,481,,0,,,,,,821894,723162,3170,0,,,,,,,,0,8982818,46585,,653807,,,,0,8982818,46585,0
2/15/2021,NC,10501,9345,10,1156,,,1941,0,,471,,0,,,,,,824352,725385,2458,0,,,,,,,,0,9014446,31628,,657215,,,,0,9014446,31628,0
2/16/2021,NC,10562,9392,61,1170,,,1958,0,,473,,0,,,,,,826340,726761,1988,0,,,,,,,,0,9036318,21872,,662764,,,,0,9036318,21872,0
2/17/2021,NC,10670,9482,108,1188,,,1954,0,,446,,0,,,,,,829507,728776,3167,0,,,,,,,,0,9058420,22102,,669667,,,,0,9058420,22102,0
2/18/2021,NC,10766,9554,96,1212,,,1892,0,,436,,0,,,,,,833423,731595,3916,0,,,,,,,,0,9105676,47256,,678996,,,,0,9105676,47256,0
2/19/2021,NC,10820,9595,54,1225,,,1780,0,,411,,0,,,,,,836650,733964,3227,0,,,,,,,,0,9149998,44322,,686193,,,,0,9149998,44322,0
2/20/2021,NC,10896,9655,76,1241,,,1708,0,,409,,0,,,,,,840096,735879,3446,0,,,,,,,,0,9191745,41747,,704644,,,,0,9191745,41747,0
2/21/2021,NC,10926,9683,30,1243,,,1647,0,,402,,0,,,,,,842637,737992,2541,0,,,,,,,,0,9226700,34955,,710973,,,,0,9226700,34955,0
2/22/2021,NC,10934,9691,8,1243,,,1567,0,,383,,0,,,,,,844770,739768,2133,0,,,,,,,,0,9262399,35699,,714035,,,,0,9262399,35699,0
2/23/2021,NC,10965,9718,31,1247,,,1563,0,,384,,0,,,,,,846284,740772,1514,0,,,,,,,,0,9283137,20738,,718636,,,,0,9283137,20738,0
2/24/2021,NC,11074,9804,109,1270,,,1530,0,,380,,0,,,,,,849630,742766,3346,0,,,,,,,,0,9310743,27606,,729784,,,,0,9310743,27606,0
2/25/2021,NC,11137,9856,63,1281,,,1498,0,,373,,0,,,,,,852981,745214,3351,0,,,,,,,,0,9361775,51032,,741362,,,,0,9361775,51032,0
2/26/2021,NC,11186,9897,49,1289,,,1465,0,,367,,0,,,,,,855905,747385,2924,0,,,,,,,,0,9422466,60691,,749095,,,,0,9422466,60691,0
2/27/2021,NC,11212,9922,26,1290,,,1414,0,,348,,0,,,,,,858548,749388,2643,0,,,,,,,,0,9463409,40943,,759541,,,,0,9463409,40943,0
2/28/2021,NC,11212,9922,0,1290,,,1414,0,,348,,0,,,,,,858548,749388,0,0,,,,,,,,0,9499985,36576,,759541,,,,0,9499985,36576,0
3/1/2021,NC,11254,9959,42,1295,,,1319,0,,333,,0,,,,,,862170,752406,3622,0,,,,,,,,0,9525274,25289,,766208,,,,0,9525274,25289,0
3/2/2021,NC,11288,9987,34,1301,,,1353,0,,334,,0,,,,,,863409,753280,1239,0,,,,,,,,0,9541671,16397,,770210,,,,0,9541671,16397,0
3/3/2021,NC,11363,10050,75,1313,,,1303,0,,332,,0,,,,,,865554,754610,2145,0,,,,,,,,0,9561647,19976,,779652,,,,0,9561647,19976,0
3/4/2021,NC,11399,10083,36,1316,,,1290,0,,326,,0,,,,,,868056,756509,2502,0,,,,,,,,0,9605697,44050,,790416,,,,0,9605697,44050,0
3/5/2021,NC,11446,10125,47,1321,,,1226,0,,314,,0,,,,,,870149,758115,2093,0,,,,,,,,0,9650184,44487,,798257,,,,0,9650184,44487,0
