,date,state,death,deathConfirmed,deathIncrease,hospitalizedCurrently,inIcuCurrently,positive,positiveCasesViral,positiveIncrease,totalTestsViral,policy
324,1/22/2021,NC,8464.0,7756.0,125,3512.0,752.0,705535,634593.0,7436,7888392.0,0
325,1/23/2021,NC,8586.0,7858.0,122,3416.0,736.0,712716,640436.0,7181,7944482.0,0
326,1/24/2021,NC,8695.0,7942.0,109,3303.0,713.0,718812,645559.0,6096,8000387.0,0
327,1/25/2021,NC,8720.0,7964.0,25,3287.0,703.0,723445,649864.0,4633,8051007.0,0
328,1/26/2021,NC,8776.0,8005.0,56,3368.0,696.0,727423,652993.0,3978,8075827.0,0
329,1/27/2021,NC,8915.0,8120.0,139,3305.0,676.0,733010,657038.0,5587,8110885.0,0
330,1/28/2021,NC,9046.0,8213.0,131,3238.0,660.0,739500,662186.0,6490,8173316.0,0
331,1/29/2021,NC,9157.0,8303.0,111,3048.0,644.0,746459,667836.0,6959,8243508.0,0
332,1/30/2021,NC,9287.0,8404.0,130,2883.0,651.0,752627,672774.0,6168,8299263.0,0
333,1/31/2021,NC,9335.0,8442.0,48,2782.0,635.0,757526,676973.0,4899,8356118.0,0
334,2/1/2021,NC,9342.0,8448.0,7,2781.0,636.0,761302,680446.0,3776,8401409.0,0
335,2/2/2021,NC,9409.0,8503.0,67,2741.0,645.0,764228,682726.0,2926,8422860.0,0
336,2/3/2021,NC,9578.0,8630.0,169,2706.0,635.0,776307,687750.0,12079,8451902.0,0
337,2/4/2021,NC,9728.0,8753.0,150,2630.0,630.0,781802,692010.0,5495,8510848.0,0
338,2/5/2021,NC,9841.0,8838.0,113,2523.0,599.0,787349,696096.0,5547,8571543.0,0
339,2/6/2021,NC,9926.0,8901.0,85,2468.0,591.0,791521,699321.0,4172,8626106.0,0
340,2/7/2021,NC,9983.0,8951.0,57,2378.0,584.0,796195,703244.0,4674,8679100.0,0
341,2/8/2021,NC,9991.0,8958.0,8,2339.0,559.0,799279,705950.0,3084,8719552.0,0
342,2/9/2021,NC,10046.0,9002.0,55,2374.0,558.0,802065,708165.0,2786,8743793.0,0
343,2/10/2021,NC,10181.0,9107.0,135,2291.0,540.0,805898,710653.0,3833,8773463.0,0
344,2/11/2021,NC,10294.0,9189.0,113,2185.0,516.0,810466,714012.0,4568,8829215.0,0
345,2/12/2021,NC,10376.0,9254.0,82,2151.0,506.0,814594,717498.0,4128,8889330.0,0
346,2/13/2021,NC,10453.0,9306.0,77,2101.0,496.0,818724,720453.0,4130,8936233.0,0
347,2/14/2021,NC,10491.0,9337.0,38,1989.0,481.0,821894,723162.0,3170,8982818.0,0
348,2/15/2021,NC,10501.0,9345.0,10,1941.0,471.0,824352,725385.0,2458,9014446.0,0
349,2/16/2021,NC,10562.0,9392.0,61,1958.0,473.0,826340,726761.0,1988,9036318.0,0
350,2/17/2021,NC,10670.0,9482.0,108,1954.0,446.0,829507,728776.0,3167,9058420.0,0
351,2/18/2021,NC,10766.0,9554.0,96,1892.0,436.0,833423,731595.0,3916,9105676.0,0
352,2/19/2021,NC,10820.0,9595.0,54,1780.0,411.0,836650,733964.0,3227,9149998.0,0
353,2/20/2021,NC,10896.0,9655.0,76,1708.0,409.0,840096,735879.0,3446,9191745.0,0
354,2/21/2021,NC,10926.0,9683.0,30,1647.0,402.0,842637,737992.0,2541,9226700.0,0
355,2/22/2021,NC,10934.0,9691.0,8,1567.0,383.0,844770,739768.0,2133,9262399.0,0
356,2/23/2021,NC,10965.0,9718.0,31,1563.0,384.0,846284,740772.0,1514,9283137.0,0
357,2/24/2021,NC,11074.0,9804.0,109,1530.0,380.0,849630,742766.0,3346,9310743.0,0
358,2/25/2021,NC,11137.0,9856.0,63,1498.0,373.0,852981,745214.0,3351,9361775.0,0
359,2/26/2021,NC,11186.0,9897.0,49,1465.0,367.0,855905,747385.0,2924,9422466.0,0
360,2/27/2021,NC,11212.0,9922.0,26,1414.0,348.0,858548,749388.0,2643,9463409.0,0
361,2/28/2021,NC,11212.0,9922.0,0,1414.0,348.0,858548,749388.0,0,9499985.0,0
362,3/1/2021,NC,11254.0,9959.0,42,1319.0,333.0,862170,752406.0,3622,9525274.0,0
363,3/2/2021,NC,11288.0,9987.0,34,1353.0,334.0,863409,753280.0,1239,9541671.0,0
364,3/3/2021,NC,11363.0,10050.0,75,1303.0,332.0,865554,754610.0,2145,9561647.0,0
365,3/4/2021,NC,11399.0,10083.0,36,1290.0,326.0,868056,756509.0,2502,9605697.0,0
366,3/5/2021,NC,11446.0,10125.0,47,1226.0,314.0,870149,758115.0,2093,9650184.0,0
