1.14079,1.01743,1.34651
1.13593,1.01512,1.24451
0.07726,1.116,-0.36327
1.14081,1.01744,1.34651
1.13592,1.01515,1.2445
0.07703,1.11598,-0.36326
1.14079,1.01747,1.34653
1.1359,1.01518,1.24449
0.07699,1.11597,-0.36327
1.14077,1.01751,1.34651
1.13588,1.01521,1.24448
0.07681,1.11594,-0.36326
1.14081,1.01749,1.34652
1.13589,1.01522,1.24446
0.07701,1.11596,-0.36332
1.14079,1.0175,1.34652
1.13588,1.01518,1.24448
0.07703,1.11597,-0.36332
1.14084,1.01752,1.34646
1.1359,1.01517,1.24447
0.07703,1.11598,-0.36333
1.14084,1.01751,1.34646
1.13592,1.0152,1.24442
0.07702,1.11597,-0.36334
1.14078,1.01757,1.34652
1.13586,1.01529,1.24449
0.07708,1.11598,-0.36335
1.1408,1.01755,1.34655
1.13588,1.01528,1.24455
0.07708,1.11599,-0.36333
1.14078,1.01753,1.3466
1.13588,1.01526,1.24454
0.07715,1.11601,-0.3633
1.14075,1.01755,1.34656
1.13584,1.01522,1.24454
0.07713,1.11598,-0.36328
1.14082,1.01754,1.34657
1.13586,1.01522,1.24453
0.07712,1.116,-0.36328
1.1408,1.0175,1.34657
1.13582,1.01521,1.24453
0.07715,1.11599,-0.36328
1.14077,1.01749,1.34654
1.13582,1.01522,1.24447
0.07716,1.11601,-0.36329
1.14081,1.01754,1.34655
1.13585,1.0152,1.24449
0.07716,1.116,-0.36328
1.1408,1.01754,1.3465
1.13586,1.01519,1.2444
0.07723,1.11607,-0.36329
1.14074,1.01754,1.34657
1.13584,1.01522,1.24449
0.07722,1.11607,-0.3633
1.14075,1.01753,1.3466
1.13586,1.01521,1.2445
0.0772,1.11607,-0.36332
1.14075,1.01752,1.34663
1.13586,1.01524,1.24457
0.07728,1.11608,-0.36327
1.14076,1.01748,1.34664
1.13584,1.01526,1.24462
0.0773,1.11606,-0.36328
1.14073,1.01753,1.34671
1.13583,1.01527,1.24461
0.07733,1.11608,-0.36328
1.14073,1.01758,1.34667
1.13589,1.01522,1.24457
0.07729,1.11605,-0.36327
1.14069,1.0176,1.34655
1.13585,1.0152,1.24448
0.07727,1.11607,-0.36328
1.14074,1.01758,1.34657
1.13591,1.01521,1.24446
0.07727,1.11604,-0.36332
1.14073,1.01759,1.34657
1.13589,1.0152,1.24447
0.07727,1.11604,-0.36332
1.14069,1.01759,1.3465
1.1359,1.01524,1.24444
0.07727,1.11601,-0.36334
1.14072,1.01759,1.34651
1.13587,1.01525,1.24439
0.07727,1.116,-0.36332
1.14073,1.0176,1.34652
1.13588,1.01525,1.24442
0.07727,1.11599,-0.36333
1.14068,1.01756,1.3465
1.13586,1.01523,1.24445
0.07722,1.11601,-0.36333
1.14077,1.01751,1.34651
1.13584,1.01524,1.24442
0.07728,1.11602,-0.36331
1.14077,1.01749,1.34655
1.13586,1.01519,1.24446
0.07726,1.11602,-0.36329
1.14074,1.01752,1.34653
1.13582,1.01527,1.24442
0.07727,1.116,-0.36328
1.1408,1.01754,1.34656
1.13585,1.01529,1.24445
0.07733,1.11601,-0.36326
1.14081,1.01753,1.34658
1.13584,1.01523,1.24444
0.07732,1.11597,-0.36326
1.14078,1.01755,1.34653
1.13582,1.01526,1.24443
0.07733,1.11597,-0.36328
1.1408,1.01755,1.34656
1.13583,1.01529,1.24446
0.07735,1.11598,-0.36327
1.14079,1.01753,1.34657
1.13583,1.01529,1.24447
0.07734,1.11599,-0.36327
1.14076,1.01752,1.34655
1.13579,1.01525,1.24445
0.07736,1.116,-0.36327
1.14077,1.01751,1.34653
1.13581,1.01521,1.24447
0.07756,1.11604,-0.36327
1.14075,1.01751,1.34654
1.13578,1.01519,1.24442
0.07759,1.11602,-0.36328
1.14073,1.01749,1.34658
1.13576,1.01519,1.24449
0.07762,1.11606,-0.3633
1.14076,1.01754,1.34661
1.13576,1.01522,1.24451
0.07764,1.11605,-0.36332
1.14077,1.01756,1.3466
1.13574,1.01525,1.24453
0.07754,1.11603,-0.36335
1.14078,1.01751,1.3466
1.13574,1.01524,1.24453
0.07758,1.116,-0.3633
1.14079,1.01752,1.34658
1.13572,1.01523,1.24454
0.0776,1.11599,-0.3633
1.14079,1.0175,1.34659
1.13575,1.01522,1.24454
0.07762,1.116,-0.36329
1.14075,1.01752,1.34655
1.13573,1.0152,1.2445
0.07756,1.11599,-0.36328
1.14078,1.01752,1.34658
1.13574,1.01524,1.2445
0.07759,1.11598,-0.36329
1.14076,1.01752,1.34659
1.13575,1.01522,1.2445
0.0776,1.11603,-0.36329
1.14073,1.01753,1.34656
1.13581,1.01521,1.2445
0.07766,1.116,-0.36329
1.14075,1.01751,1.34658
1.13579,1.0152,1.24449
0.07769,1.11599,-0.36328
1.14074,1.01752,1.34655
1.13581,1.0152,1.24449
0.07772,1.116,-0.36332
1.14075,1.0175,1.34653
1.13579,1.0152,1.24448
0.07758,1.11598,-0.36335
1.14074,1.0175,1.34655
1.13576,1.0152,1.24448
0.07759,1.11599,-0.36333
1.14073,1.01752,1.34655
1.13577,1.0152,1.24449
0.0776,1.11602,-0.36331
1.14072,1.01751,1.34654
1.13578,1.01522,1.24454
0.07763,1.11602,-0.3633
1.14077,1.01756,1.34655
1.13578,1.01521,1.24452
0.07767,1.11601,-0.36329
1.14077,1.01755,1.34654
1.13572,1.01521,1.24448
0.07733,1.11598,-0.36332
1.1407,1.01755,1.34654
1.13573,1.01525,1.24449
0.07733,1.11595,-0.36333
1.14078,1.01759,1.34657
1.13575,1.01533,1.24447
0.07752,1.11598,-0.36332
1.14082,1.01757,1.34656
1.13578,1.01516,1.24449
0.07752,1.11597,-0.36333
1.14076,1.01754,1.34655
1.13577,1.01517,1.24445
0.07752,1.11605,-0.36332
1.14081,1.01748,1.34654
1.13581,1.01511,1.24448
0.0774,1.11595,-0.36332
1.14079,1.01748,1.34657
1.1358,1.01517,1.24445
0.07744,1.11597,-0.3633
1.1408,1.01747,1.34657
1.13575,1.01512,1.24449
0.07735,1.11594,-0.36328
1.1408,1.01752,1.34658
1.13577,1.01517,1.24447
0.07743,1.11592,-0.36327
1.14074,1.01757,1.34654
1.13573,1.01519,1.24445
0.07746,1.11595,-0.36324
1.14077,1.01755,1.34654
1.13572,1.01519,1.24445
0.07747,1.11594,-0.36323
1.14077,1.01753,1.34657
1.13574,1.0152,1.24447
0.07718,1.11591,-0.36324
1.14072,1.01758,1.34655
1.13572,1.0152,1.24444
0.07719,1.11591,-0.36323
1.14077,1.01756,1.34656
1.13572,1.01517,1.24448
0.07702,1.11593,-0.36324
1.14076,1.01755,1.34655
1.13573,1.01519,1.24452
0.07716,1.11592,-0.36328
1.14073,1.01751,1.34657
1.13573,1.01524,1.24449
0.07715,1.11595,-0.36327
1.14077,1.01751,1.34655
1.13572,1.01529,1.24445
0.07717,1.116,-0.36334
1.14077,1.0175,1.34653
1.13572,1.01527,1.24447
0.07718,1.11606,-0.36333
1.14072,1.01746,1.34655
1.13573,1.01521,1.24447
0.07732,1.11605,-0.36331
1.14076,1.01747,1.34658
1.13571,1.01524,1.24447
0.07734,1.11605,-0.36331
1.14075,1.01748,1.34656
1.13573,1.01524,1.24451
0.07753,1.11609,-0.36336
