0.06834,0.92172,-0.13731
0.2141,0.91838,-0.09307
0.30273,0.91902,-0.07401
0.06821,0.92171,-0.13747
0.21424,0.91838,-0.09311
0.30294,0.91895,-0.07414
0.06807,0.92169,-0.13746
0.21422,0.91838,-0.09309
0.30291,0.91895,-0.07413
0.06834,0.9217,-0.13737
0.21416,0.91838,-0.09304
0.30287,0.91892,-0.07405
0.0682,0.92168,-0.13737
0.2141,0.91839,-0.09305
0.30282,0.91894,-0.07405
0.06782,0.92166,-0.13742
0.214,0.9184,-0.09301
0.30262,0.91893,-0.074
0.06809,0.92166,-0.13739
0.21388,0.91843,-0.09299
0.30256,0.91897,-0.07399
0.06798,0.92167,-0.13743
0.2138,0.91847,-0.09305
0.30256,0.919,-0.07406
0.06752,0.92165,-0.13754
0.21374,0.91845,-0.09309
0.30246,0.91898,-0.0741
0.0679,0.92167,-0.13751
0.21374,0.91844,-0.09311
0.30242,0.9189,-0.07409
0.0678,0.92168,-0.13755
0.21368,0.9184,-0.09309
0.30241,0.91889,-0.07409
0.0675,0.92166,-0.13756
0.21386,0.91833,-0.09306
0.30256,0.91889,-0.07409
0.06804,0.92168,-0.13751
0.21387,0.91834,-0.09306
0.30262,0.91888,-0.0741
0.06793,0.92167,-0.13751
0.21392,0.91836,-0.09306
0.30267,0.91887,-0.07407
0.06765,0.92168,-0.13758
0.21399,0.91835,-0.09305
0.30266,0.91889,-0.07406
0.06832,0.92176,-0.13749
0.21405,0.91835,-0.09306
0.30275,0.91894,-0.07402
0.06812,0.92176,-0.13746
0.21401,0.91837,-0.09309
0.30278,0.91891,-0.07407
0.06779,0.92172,-0.13751
0.21399,0.91837,-0.09308
0.30276,0.91892,-0.07409
0.06826,0.92178,-0.13744
0.21397,0.91836,-0.09308
0.30277,0.91908,-0.07415
0.06813,0.9218,-0.13746
0.21387,0.91838,-0.09309
0.30265,0.91901,-0.07413
0.06762,0.9217,-0.13754
0.21382,0.91838,-0.09307
0.30264,0.91898,-0.07412
0.06799,0.9217,-0.13747
0.21364,0.91835,-0.09303
0.30258,0.91894,-0.07406
0.06773,0.92163,-0.13749
0.21349,0.91835,-0.093
0.30236,0.91889,-0.07402
0.06749,0.92161,-0.13751
0.21346,0.91837,-0.09298
0.3023,0.91888,-0.07399
0.06804,0.92167,-0.13739
0.21337,0.9184,-0.09298
0.30217,0.91882,-0.07402
0.06779,0.92161,-0.13739
0.21323,0.91842,-0.09297
0.30208,0.91879,-0.07399
0.06742,0.92161,-0.13743
0.21321,0.91836,-0.093
0.30202,0.91877,-0.07402
0.06778,0.92162,-0.13734
0.21312,0.91839,-0.09302
0.30203,0.91885,-0.07403
0.06762,0.92161,-0.13738
0.21301,0.9184,-0.09302
0.30194,0.91886,-0.07407
0.06726,0.92162,-0.13747
0.21302,0.9184,-0.09305
0.30189,0.91884,-0.07407
0.06764,0.92164,-0.13747
0.21305,0.91842,-0.09304
0.30188,0.91882,-0.07403
0.0675,0.92163,-0.13748
0.21304,0.9184,-0.09303
0.30191,0.91886,-0.074
0.06733,0.92158,-0.13752
0.21325,0.91838,-0.093
0.30214,0.91887,-0.07397
0.06809,0.9216,-0.1374
0.21351,0.91836,-0.09301
0.30236,0.91887,-0.07399
0.06809,0.92158,-0.1374
0.21384,0.91833,-0.09304
0.30256,0.91892,-0.07403
0.06797,0.92156,-0.13745
0.21407,0.91839,-0.0931
0.30273,0.91892,-0.07412
0.06863,0.92163,-0.13746
0.21422,0.91835,-0.09317
0.30303,0.91896,-0.07423
0.0687,0.92165,-0.13751
0.21452,0.91839,-0.09326
0.30319,0.91893,-0.07426
0.06863,0.92162,-0.1376
0.21479,0.91838,-0.09329
0.30359,0.91895,-0.07425
0.06927,0.92164,-0.13758
0.21491,0.91835,-0.09328
0.30376,0.91894,-0.07423
0.06933,0.92164,-0.13756
0.21512,0.91831,-0.09327
0.30397,0.91893,-0.07424
0.06926,0.92163,-0.13754
0.21534,0.91833,-0.09323
0.30429,0.91889,-0.07419
0.07003,0.92171,-0.13736
0.21565,0.91828,-0.09317
0.30462,0.91887,-0.07409
0.07012,0.92168,-0.1373
0.21597,0.91832,-0.09307
0.30483,0.91888,-0.07402
0.07001,0.92165,-0.13723
0.21619,0.91831,-0.09298
0.30511,0.91888,-0.07393
0.07043,0.92174,-0.13716
0.21634,0.91845,-0.09282
0.30529,0.9187,-0.07369
0.07039,0.92155,-0.13708
0.21627,0.91814,-0.09281
0.30537,0.91889,-0.07377
0.07019,0.92151,-0.13709
0.21629,0.91825,-0.09277
0.30539,0.91876,-0.07378
0.07064,0.92159,-0.13703
0.21624,0.91838,-0.09271
0.30545,0.91895,-0.0737
0.0704,0.92162,-0.13708
0.2161,0.91828,-0.09279
0.30532,0.91887,-0.07373
0.07003,0.92157,-0.13717
0.21604,0.9183,-0.09279
0.30518,0.91884,-0.07382
0.07032,0.92162,-0.13715
0.21588,0.91823,-0.09287
0.30518,0.91896,-0.07386
0.07025,0.92161,-0.13718
0.2157,0.91832,-0.09279
0.30501,0.91889,-0.07375
0.06986,0.92156,-0.13723
0.21562,0.91828,-0.09282
0.30493,0.91894,-0.07378
0.07016,0.92156,-0.13719
0.21548,0.9182,-0.09289
0.30479,0.91888,-0.07386
0.07009,0.92154,-0.13721
0.21539,0.91816,-0.09293
0.30474,0.91881,-0.07386
0.06984,0.9215,-0.13729
0.21546,0.91815,-0.09296
0.30476,0.91884,-0.07387
0.07042,0.92158,-0.13731
0.21555,0.9182,-0.09296
0.30483,0.91885,-0.07388
0.07044,0.92155,-0.13733
0.21566,0.91816,-0.09296
0.30488,0.91882,-0.07389
0.07036,0.92154,-0.13735
0.2158,0.91821,-0.09298
0.30508,0.9189,-0.07397
0.07084,0.92158,-0.13716
0.21597,0.91825,-0.09298
0.30522,0.91891,-0.07403
0.07072,0.92151,-0.13709
0.21602,0.9182,-0.09308
0.30527,0.91883,-0.0741
0.07044,0.92154,-0.13705
0.21591,0.91823,-0.09291
0.30521,0.91888,-0.07395
0.07078,0.92166,-0.13697
0.21584,0.91825,-0.09281
0.30507,0.91892,-0.07389
0.07057,0.92165,-0.13704
0.21582,0.91825,-0.09293
0.30508,0.91893,-0.07396
0.07031,0.92152,-0.13722
0.21584,0.91825,-0.09297
0.30517,0.91878,-0.07395
0.07088,0.92149,-0.13716
0.21602,0.91819,-0.09294
0.30525,0.91871,-0.07396
0.07087,0.92148,-0.13721
0.21624,0.91818,-0.09291
0.30552,0.91876,-0.07389
0.07067,0.92157,-0.13717
0.21642,0.91832,-0.09282
0.30572,0.91884,-0.07381
0.07151,0.92165,-0.13703
0.21652,0.91835,-0.09277
0.30577,0.91886,-0.07381
0.07155,0.92159,-0.13699
0.21664,0.91833,-0.09275
0.30599,0.91885,-0.07373
0.07141,0.92154,-0.13695
0.21681,0.91834,-0.09271
0.30618,0.91888,-0.07363
0.07237,0.92163,-0.13682
0.21706,0.91836,-0.09271
0.30644,0.91889,-0.07361
0.07226,0.92157,-0.13692
0.21718,0.91832,-0.09266
0.30658,0.91884,-0.07356
0.07215,0.92153,-0.13697
0.21729,0.91828,-0.09263
0.3068,0.91879,-0.07352
0.07275,0.92153,-0.13692
0.21745,0.91821,-0.0926
0.30706,0.91879,-0.07349
0.07273,0.92149,-0.13693
0.2176,0.91822,-0.09259
0.30722,0.91885,-0.07347
0.07307,0.92149,-0.13687
0.21778,0.91819,-0.09258
0.30745,0.91882,-0.07346
0.07304,0.92147,-0.13682
0.21782,0.91815,-0.09248
0.30746,0.9187,-0.0734
0.07299,0.9215,-0.13672
0.21797,0.91807,-0.09237
0.30759,0.91872,-0.07328
0.07373,0.9216,-0.13654
0.2181,0.91813,-0.09228
0.30788,0.91881,-0.07309
0.07374,0.92163,-0.13654
0.21823,0.91823,-0.09218
0.30797,0.9189,-0.07305
0.07365,0.92154,-0.13657
0.21836,0.91815,-0.09216
0.30816,0.91881,-0.07297
0.07355,0.92147,-0.13657
0.2184,0.91804,-0.09219
0.30831,0.91876,-0.07298
0.0741,0.92147,-0.1365
0.21862,0.91802,-0.09216
0.30854,0.9187,-0.07291
0.07407,0.92146,-0.13649
0.2188,0.91805,-0.09211
0.30871,0.9187,-0.07284
0.07393,0.9215,-0.13654
0.21902,0.91816,-0.09202
0.30891,0.91877,-0.07281
0.07474,0.92149,-0.1364
0.21915,0.91813,-0.09202
0.30905,0.91879,-0.07284
0.07465,0.92143,-0.13642
0.2192,0.9181,-0.09211
0.30912,0.91874,-0.07291
0.07495,0.92151,-0.13646
0.21914,0.91825,-0.09216
0.30916,0.9188,-0.07298
0.07494,0.92153,-0.13657
0.21915,0.91826,-0.09221
0.30913,0.91878,-0.07302
0.07483,0.9214,-0.13676
0.21925,0.91817,-0.09227
0.30915,0.91871,-0.07302
0.07473,0.92128,-0.13675
0.21943,0.91809,-0.09224
